dport,sport,protocol,flags,time bw prev packet,spkts,dpkts,pkt_len,ttl,payload size,label
0,1580,6,S,1714042854.8097036,0,26,6,64,248,ddos
0,1580,6,S,0.0020132064819335938,0,26,6,64,248,ddos
0,1581,6,S,0.0019800662994384766,0,26,6,64,248,ddos
0,1581,6,S,0.0014979839324951172,0,26,6,64,248,ddos
0,1582,6,S,0.002001047134399414,0,26,6,64,248,ddos
0,1582,6,S,0.0015006065368652344,0,26,6,64,248,ddos
0,1583,6,S,0.002000093460083008,0,26,6,64,248,ddos
0,1583,6,S,0.0020008087158203125,0,26,6,64,248,ddos
0,1584,6,S,0.002000570297241211,0,26,6,64,248,ddos
0,1584,6,S,0.002000570297241211,0,26,6,64,248,ddos
0,1585,6,S,0.002000093460083008,0,26,6,64,248,ddos
0,1585,6,S,0.0020036697387695312,0,26,6,64,248,ddos
0,1586,6,S,0.0015306472778320312,0,26,6,64,248,ddos
0,1586,6,S,0.002004861831665039,0,26,6,64,248,ddos
0,1587,6,S,0.0015010833740234375,0,26,6,64,248,ddos
0,1587,6,S,0.0020003318786621094,0,26,6,64,248,ddos
0,1588,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1588,6,S,0.0020020008087158203,0,26,6,64,248,ddos
0,1589,6,S,0.0019996166229248047,0,26,6,64,248,ddos
0,1589,6,S,0.0014994144439697266,0,26,6,64,248,ddos
0,1590,6,S,0.0015010833740234375,0,26,6,64,248,ddos
0,1590,6,S,0.0019996166229248047,0,26,6,64,248,ddos
0,1591,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1591,6,S,0.002507925033569336,0,26,6,64,248,ddos
0,1592,6,S,0.002000570297241211,0,26,6,64,248,ddos
0,1592,6,S,0.0014994144439697266,0,26,6,64,248,ddos
0,1593,6,S,0.002001047134399414,0,26,6,64,248,ddos
0,1593,6,S,0.0014996528625488281,0,26,6,64,248,ddos
0,1594,6,S,0.002001047134399414,0,26,6,64,248,ddos
0,1594,6,S,0.0020003318786621094,0,26,6,64,248,ddos
0,1595,6,S,0.002000093460083008,0,26,6,64,248,ddos
0,1595,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1596,6,S,0.0015003681182861328,0,26,6,64,248,ddos
0,1596,6,S,0.0015003681182861328,0,26,6,64,248,ddos
0,1597,6,S,0.0015003681182861328,0,26,6,64,248,ddos
0,1597,6,S,0.0020003318786621094,0,26,6,64,248,ddos
0,1598,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1598,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1599,6,S,0.002501249313354492,0,26,6,64,248,ddos
0,1599,6,S,0.0014994144439697266,0,26,6,64,248,ddos
0,1600,6,S,0.0014998912811279297,0,26,6,64,248,ddos
0,1600,6,S,0.002000570297241211,0,26,6,64,248,ddos
0,1601,6,S,0.0010001659393310547,0,26,6,64,248,ddos
0,1601,6,S,0.0020003318786621094,0,26,6,64,248,ddos
0,1602,6,S,0.001500844955444336,0,26,6,64,248,ddos
0,1602,6,S,0.0014996528625488281,0,26,6,64,248,ddos
0,1603,6,S,0.0015006065368652344,0,26,6,64,248,ddos
0,1603,6,S,0.002004384994506836,0,26,6,64,248,ddos
0,1604,6,S,0.0024988651275634766,0,26,6,64,248,ddos
0,1604,6,S,0.0014986991882324219,0,26,6,64,248,ddos
0,1605,6,S,0.0020017623901367188,0,26,6,64,248,ddos
0,1605,6,S,0.0014998912811279297,0,26,6,64,248,ddos
0,1606,6,S,0.0015003681182861328,0,26,6,64,248,ddos
0,1606,6,S,0.0020008087158203125,0,26,6,64,248,ddos
0,1607,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1607,6,S,0.0014996528625488281,0,26,6,64,248,ddos
0,1608,6,S,0.001500844955444336,0,26,6,64,248,ddos
0,1608,6,S,0.0025060176849365234,0,26,6,64,248,ddos
0,1609,6,S,0.002000093460083008,0,26,6,64,248,ddos
0,1609,6,S,0.001500844955444336,0,26,6,64,248,ddos
0,1610,6,S,0.00150299072265625,0,26,6,64,248,ddos
0,1610,6,S,0.0020003318786621094,0,26,6,64,248,ddos
0,1611,6,S,0.0015006065368652344,0,26,6,64,248,ddos
0,1611,6,S,0.0015001296997070312,0,26,6,64,248,ddos
0,1612,6,S,0.0020003318786621094,0,26,6,64,248,ddos
0,1612,6,S,0.0015003681182861328,0,26,6,64,248,ddos
0,1613,6,S,0.0019996166229248047,0,26,6,64,248,ddos
