dport,sport,protocol,flags,time bw prev packet,spkts,dpkts,pkt_len,ttl,payload size,label
56750,22,6,PA,0.0011856555938720703,76,0,44,64,224,ssh-bruteforce
22,56656,6,PA,0.0016434192657470703,0,76,44,64,224,ssh-bruteforce
56656,22,6,A,0.0010864734649658203,32,0,0,64,224,ssh-bruteforce
56656,22,6,PA,0.0015287399291992188,76,0,44,64,224,ssh-bruteforce
22,56704,6,PA,0.002033710479736328,0,76,44,64,224,ssh-bruteforce
56704,22,6,A,0.0009701251983642578,32,0,0,64,224,ssh-bruteforce
56704,22,6,PA,0.001033782958984375,76,0,44,64,224,ssh-bruteforce
22,56750,6,PA,0.001447916030883789,0,92,60,64,224,ssh-bruteforce
22,56656,6,PA,0.0010204315185546875,0,92,60,64,224,ssh-bruteforce
22,56704,6,PA,0.0009865760803222656,0,92,60,64,224,ssh-bruteforce
56750,22,6,PA,0.001046895980834961,84,0,52,64,224,ssh-bruteforce
56656,22,6,PA,0.0009975433349609375,84,0,52,64,224,ssh-bruteforce
56704,22,6,PA,0.0009546279907226562,84,0,52,64,224,ssh-bruteforce
22,56750,6,PA,0.0011029243469238281,0,108,76,64,224,ssh-bruteforce
22,56656,6,PA,0.0010333061218261719,0,108,76,64,224,ssh-bruteforce
22,56704,6,PA,0.0014338493347167969,0,108,76,64,224,ssh-bruteforce
56668,22,6,PA,0.0010128021240234375,1144,0,1112,64,224,ssh-bruteforce
56704,22,6,A,0.0013895034790039062,32,0,0,64,224,ssh-bruteforce
56656,22,6,A,0.0015094280242919922,32,0,0,64,224,ssh-bruteforce
56750,22,6,A,0.0013039112091064453,32,0,0,64,224,ssh-bruteforce
56720,22,6,PA,0.0011563301086425781,556,0,524,64,224,ssh-bruteforce
56654,22,6,PA,0.001256704330444336,556,0,524,64,224,ssh-bruteforce
56706,22,6,PA,0.0013644695281982422,556,0,524,64,224,ssh-bruteforce
56644,22,6,PA,0.0010342597961425781,1144,0,1112,64,224,ssh-bruteforce
22,56680,6,PA,0.0010683536529541016,0,76,44,64,224,ssh-bruteforce
56680,22,6,A,0.0009894371032714844,32,0,0,64,224,ssh-bruteforce
22,56664,6,PA,0.0010950565338134766,0,76,44,64,224,ssh-bruteforce
56664,22,6,A,0.0010519027709960938,32,0,0,64,224,ssh-bruteforce
56680,22,6,PA,0.0015742778778076172,76,0,44,64,224,ssh-bruteforce
56664,22,6,PA,0.0010776519775390625,76,0,44,64,224,ssh-bruteforce
22,56706,6,PA,0.0010859966278076172,0,48,16,64,224,ssh-bruteforce
22,56668,6,PA,0.0010416507720947266,0,80,48,64,224,ssh-bruteforce
56668,22,6,A,0.0009381771087646484,32,0,0,64,224,ssh-bruteforce
22,56664,6,PA,0.0009055137634277344,0,92,60,64,224,ssh-bruteforce
22,56654,6,PA,0.0009322166442871094,0,48,16,64,224,ssh-bruteforce
22,56720,6,PA,0.0009582042694091797,0,48,16,64,224,ssh-bruteforce
22,56680,6,PA,0.0012981891632080078,0,92,60,64,224,ssh-bruteforce
22,56712,6,PA,0.0010387897491455078,0,76,44,64,224,ssh-bruteforce
56712,22,6,A,0.0033426284790039062,32,0,0,64,224,ssh-bruteforce
56712,22,6,PA,0.0011887550354003906,76,0,44,64,224,ssh-bruteforce
56668,22,6,PA,0.0009653568267822266,556,0,524,64,224,ssh-bruteforce
22,56712,6,PA,0.0009360313415527344,0,92,60,64,224,ssh-bruteforce
22,56668,6,PA,0.00102996826171875,0,48,16,64,224,ssh-bruteforce
56680,22,6,PA,0.0009827613830566406,84,0,52,64,224,ssh-bruteforce
56664,22,6,PA,0.0012536048889160156,84,0,52,64,224,ssh-bruteforce
22,56644,6,PA,0.0012891292572021484,0,80,48,64,224,ssh-bruteforce
22,56680,6,PA,0.0012683868408203125,0,108,76,64,224,ssh-bruteforce
56712,22,6,PA,0.0012547969818115234,84,0,52,64,224,ssh-bruteforce
56644,22,6,PA,0.0012805461883544922,556,0,524,64,224,ssh-bruteforce
56736,22,6,PA,0.005377769470214844,76,0,44,64,224,ssh-bruteforce
22,56712,6,PA,0.0011334419250488281,0,108,76,64,224,ssh-bruteforce
22,56664,6,PA,0.001004934310913086,0,108,76,64,224,ssh-bruteforce
22,56736,6,PA,0.0009765625,0,92,60,64,224,ssh-bruteforce
22,56644,6,PA,0.001163482666015625,0,48,16,64,224,ssh-bruteforce
22,56770,6,PA,0.0021734237670898438,0,76,44,64,224,ssh-bruteforce
56770,22,6,A,0.0003733634948730469,44,0,0,64,224,ssh-bruteforce
56736,22,6,PA,0.001550912857055664,84,0,52,64,224,ssh-bruteforce
56770,22,6,PA,0.004783153533935547,76,0,44,64,224,ssh-bruteforce
56654,22,6,A,0.000400543212890625,32,0,0,64,224,ssh-bruteforce
56706,22,6,A,0.0003333091735839844,32,0,0,64,224,ssh-bruteforce
56720,22,6,A,0.0031523704528808594,32,0,0,64,224,ssh-bruteforce
22,56688,6,PA,0.0010058879852294922,0,76,44,64,224,ssh-bruteforce
56688,22,6,A,0.0004031658172607422,44,0,0,64,224,ssh-bruteforce
