dport,sport,protocol,flags,time bw prev packet,spkts,dpkts,pkt_len,ttl,payload size,label
443,2633,6,S,1714101185.9088616,0,26,6,64,248,ddos
443,2633,6,S,0.002500772476196289,0,26,6,64,248,ddos
443,2634,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2634,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2635,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2635,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2636,6,S,0.002499818801879883,0,26,6,64,248,ddos
443,2636,6,S,0.0014996528625488281,0,26,6,64,248,ddos
443,2637,6,S,0.0020017623901367188,0,26,6,64,248,ddos
443,2637,6,S,0.0014989376068115234,0,26,6,64,248,ddos
443,2638,6,S,0.002001523971557617,0,26,6,64,248,ddos
443,2638,6,S,0.002002716064453125,0,26,6,64,248,ddos
443,2639,6,S,0.001996755599975586,0,26,6,64,248,ddos
443,2639,6,S,0.0020036697387695312,0,26,6,64,248,ddos
443,2640,6,S,0.001497030258178711,0,26,6,64,248,ddos
443,2640,6,S,0.0015039443969726562,0,26,6,64,248,ddos
443,2641,6,S,0.001996755599975586,0,26,6,64,248,ddos
443,2641,6,S,0.002004384994506836,0,26,6,64,248,ddos
443,2642,6,S,0.0015006065368652344,0,26,6,64,248,ddos
443,2642,6,S,0.001997709274291992,0,26,6,64,248,ddos
443,2643,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2643,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2644,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2644,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2645,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2645,6,S,0.002012491226196289,0,26,6,64,248,ddos
443,2646,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2646,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2647,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2647,6,S,0.002000570297241211,0,26,6,64,248,ddos
443,2648,6,S,0.0015141963958740234,0,26,6,64,248,ddos
443,2648,6,S,0.0025069713592529297,0,26,6,64,248,ddos
443,2649,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2649,6,S,0.0020008087158203125,0,26,6,64,248,ddos
443,2650,6,S,0.0014998912811279297,0,26,6,64,248,ddos
443,2650,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2651,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2651,6,S,0.0014986991882324219,0,26,6,64,248,ddos
443,2652,6,S,0.002001523971557617,0,26,6,64,248,ddos
443,2652,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2653,6,S,0.0015010833740234375,0,26,6,64,248,ddos
443,2653,6,S,0.0019996166229248047,0,26,6,64,248,ddos
443,2654,6,S,0.0015010833740234375,0,26,6,64,248,ddos
443,2654,6,S,0.001499176025390625,0,26,6,64,248,ddos
443,2655,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2655,6,S,0.001500844955444336,0,26,6,64,248,ddos
443,2656,6,S,0.0015006065368652344,0,26,6,64,248,ddos
443,2656,6,S,0.0014994144439697266,0,26,6,64,248,ddos
443,2657,6,S,0.002505779266357422,0,26,6,64,248,ddos
443,2657,6,S,0.0015096664428710938,0,26,6,64,248,ddos
443,2658,6,S,0.001500844955444336,0,26,6,64,248,ddos
443,2658,6,S,0.0019989013671875,0,26,6,64,248,ddos
443,2659,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2659,6,S,0.0015010833740234375,0,26,6,64,248,ddos
443,2660,6,S,0.0020008087158203125,0,26,6,64,248,ddos
443,2660,6,S,0.0014998912811279297,0,26,6,64,248,ddos
443,2661,6,S,0.0020017623901367188,0,26,6,64,248,ddos
443,2661,6,S,0.0020036697387695312,0,26,6,64,248,ddos
443,2662,6,S,0.0014984607696533203,0,26,6,64,248,ddos
443,2662,6,S,0.0020024776458740234,0,26,6,64,248,ddos
443,2663,6,S,0.0014979839324951172,0,26,6,64,248,ddos
443,2663,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2664,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2664,6,S,0.0014998912811279297,0,26,6,64,248,ddos
443,2665,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2665,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2666,6,S,0.0015017986297607422,0,26,6,64,248,ddos
443,2666,6,S,0.0019998550415039062,0,26,6,64,248,ddos
443,2667,6,S,0.001999378204345703,0,26,6,64,248,ddos
443,2667,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2668,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2668,6,S,0.0014996528625488281,0,26,6,64,248,ddos
443,2669,6,S,0.0015006065368652344,0,26,6,64,248,ddos
443,2669,6,S,0.0020008087158203125,0,26,6,64,248,ddos
443,2670,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2670,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2671,6,S,0.0014998912811279297,0,26,6,64,248,ddos
443,2671,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2672,6,S,0.0014994144439697266,0,26,6,64,248,ddos
443,2672,6,S,0.0025005340576171875,0,26,6,64,248,ddos
443,2673,6,S,0.0015006065368652344,0,26,6,64,248,ddos
443,2673,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2674,6,S,0.002032756805419922,0,26,6,64,248,ddos
443,2674,6,S,0.001500844955444336,0,26,6,64,248,ddos
443,2675,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2675,6,S,0.0014994144439697266,0,26,6,64,248,ddos
443,2676,6,S,0.0020008087158203125,0,26,6,64,248,ddos
443,2676,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2677,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2677,6,S,0.0010001659393310547,0,26,6,64,248,ddos
443,2678,6,S,0.0014996528625488281,0,26,6,64,248,ddos
443,2678,6,S,0.002501964569091797,0,26,6,64,248,ddos
443,2679,6,S,0.0015056133270263672,0,26,6,64,248,ddos
443,2679,6,S,0.0019996166229248047,0,26,6,64,248,ddos
443,2680,6,S,0.0015010833740234375,0,26,6,64,248,ddos
443,2680,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2681,6,S,0.0014996528625488281,0,26,6,64,248,ddos
443,2681,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2682,6,S,0.001501321792602539,0,26,6,64,248,ddos
443,2682,6,S,0.0014998912811279297,0,26,6,64,248,ddos
443,2683,6,S,0.0019996166229248047,0,26,6,64,248,ddos
443,2683,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2684,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2684,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2685,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2685,6,S,0.0020012855529785156,0,26,6,64,248,ddos
443,2686,6,S,0.038519859313964844,0,26,6,64,248,ddos
443,2686,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2687,6,S,0.002500295639038086,0,26,6,64,248,ddos
443,2687,6,S,0.0020012855529785156,0,26,6,64,248,ddos
443,2688,6,S,0.0014994144439697266,0,26,6,64,248,ddos
443,2688,6,S,0.002001523971557617,0,26,6,64,248,ddos
443,2689,6,S,0.0025000572204589844,0,26,6,64,248,ddos
443,2689,6,S,0.002001047134399414,0,26,6,64,248,ddos
443,2690,6,S,0.0015003681182861328,0,26,6,64,248,ddos
443,2690,6,S,0.0020020008087158203,0,26,6,64,248,ddos
443,2691,6,S,0.001998424530029297,0,26,6,64,248,ddos
443,2691,6,S,0.0015010833740234375,0,26,6,64,248,ddos
443,2692,6,S,0.002000570297241211,0,26,6,64,248,ddos
443,2692,6,S,0.0014994144439697266,0,26,6,64,248,ddos
443,2693,6,S,0.0020012855529785156,0,26,6,64,248,ddos
443,2693,6,S,0.0020024776458740234,0,26,6,64,248,ddos
443,2694,6,S,0.002002239227294922,0,26,6,64,248,ddos
443,2694,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2695,6,S,0.002499818801879883,0,26,6,64,248,ddos
443,2695,6,S,0.002500772476196289,0,26,6,64,248,ddos
443,2696,6,S,0.0025014877319335938,0,26,6,64,248,ddos
443,2696,6,S,0.0019991397857666016,0,26,6,64,248,ddos
443,2697,6,S,0.003500699996948242,0,26,6,64,248,ddos
443,2697,6,S,0.0025005340576171875,0,26,6,64,248,ddos
443,2698,6,S,0.002000093460083008,0,26,6,64,248,ddos
443,2698,6,S,0.0025005340576171875,0,26,6,64,248,ddos
443,2699,6,S,0.0020008087158203125,0,26,6,64,248,ddos
443,2699,6,S,0.0020003318786621094,0,26,6,64,248,ddos
443,2700,6,S,0.002000570297241211,0,26,6,64,248,ddos
443,2700,6,S,0.0015001296997070312,0,26,6,64,248,ddos
443,2701,6,S,0.0025017261505126953,0,26,6,64,248,ddos
443,2701,6,S,0.002001523971557617,0,26,6,64,248,ddos
