8443,1787,6,S,1714101360.6112235,0,26,6,64,248,ddos
8443,1787,6,S,0.002519845962524414,0,26,6,64,248,ddos
8443,1788,6,S,0.0014755725860595703,0,26,6,64,248,ddos
8443,1788,6,S,0.0015010833740234375,0,26,6,64,248,ddos
8443,1789,6,S,0.0019998550415039062,0,26,6,64,248,ddos
8443,1789,6,S,0.001500844955444336,0,26,6,64,248,ddos
8443,1790,6,S,0.0014996528625488281,0,26,6,64,248,ddos
8443,1790,6,S,0.006025075912475586,0,26,6,64,248,ddos
8443,1791,6,S,0.0019996166229248047,0,26,6,64,248,ddos
8443,1791,6,S,0.002000570297241211,0,26,6,64,248,ddos
8443,1792,6,S,0.0025205612182617188,0,26,6,64,248,ddos
8443,1792,6,S,0.004502296447753906,0,26,6,64,248,ddos
8443,1793,6,S,0.01963353157043457,0,26,6,64,248,ddos
8443,1793,6,S,0.009042978286743164,0,26,6,64,248,ddos
8443,1794,6,S,0.0019996166229248047,0,26,6,64,248,ddos
8443,1794,6,S,0.0035047531127929688,0,26,6,64,248,ddos
8443,1795,6,S,0.004523515701293945,0,26,6,64,248,ddos
8443,1795,6,S,0.0025284290313720703,0,26,6,64,248,ddos
8443,1796,6,S,0.002000570297241211,0,26,6,64,248,ddos
8443,1796,6,S,0.0020165443420410156,0,26,6,64,248,ddos
8443,1797,6,S,0.0020165443420410156,0,26,6,64,248,ddos
8443,1797,6,S,0.0016467571258544922,0,26,6,64,248,ddos
8443,1798,6,S,0.002000570297241211,0,26,6,64,248,ddos
8443,1798,6,S,0.0019998550415039062,0,26,6,64,248,ddos
8443,1799,6,S,0.005023002624511719,0,26,6,64,248,ddos
8443,1799,6,S,0.002500772476196289,0,26,6,64,248,ddos
8443,1800,6,S,0.0015003681182861328,0,26,6,64,248,ddos
8443,1800,6,S,0.0020041465759277344,0,26,6,64,248,ddos
8443,1801,6,S,0.0015120506286621094,0,26,6,64,248,ddos
8443,1801,6,S,0.001499176025390625,0,26,6,64,248,ddos
8443,1802,6,S,0.002500295639038086,0,26,6,64,248,ddos
8443,1802,6,S,0.0030193328857421875,0,26,6,64,248,ddos
8443,1803,6,S,0.0020194053649902344,0,26,6,64,248,ddos
8443,1803,6,S,0.00146484375,0,26,6,64,248,ddos
8443,1804,6,S,0.0020003318786621094,0,26,6,64,248,ddos
8443,1804,6,S,0.002000570297241211,0,26,6,64,248,ddos
8443,1805,6,S,0.0014998912811279297,0,26,6,64,248,ddos
8443,1805,6,S,0.001500844955444336,0,26,6,64,248,ddos
8443,1806,6,S,0.002515077590942383,0,26,6,64,248,ddos
8443,1806,6,S,0.0030028820037841797,0,26,6,64,248,ddos
8443,1807,6,S,0.0019996166229248047,0,26,6,64,248,ddos
8443,1807,6,S,0.0020003318786621094,0,26,6,64,248,ddos
8443,1808,6,S,0.0020639896392822266,0,26,6,64,248,ddos
8443,1808,6,S,0.0018477439880371094,0,26,6,64,248,ddos
8443,1809,6,S,0.002000093460083008,0,26,6,64,248,ddos
8443,1809,6,S,0.0014994144439697266,0,26,6,64,248,ddos
8443,1810,6,S,0.002000570297241211,0,26,6,64,248,ddos
8443,1810,6,S,0.0035250186920166016,0,26,6,64,248,ddos
8443,1811,6,S,0.0015015602111816406,0,26,6,64,248,ddos
8443,1811,6,S,0.002000570297241211,0,26,6,64,248,ddos
8443,1812,6,S,0.0030002593994140625,0,26,6,64,248,ddos
8443,1812,6,S,0.0009996891021728516,0,26,6,64,248,ddos
8443,1813,6,S,0.0020160675048828125,0,26,6,64,248,ddos
8443,1813,6,S,0.0020017623901367188,0,26,6,64,248,ddos
8443,1814,6,S,0.0014996528625488281,0,26,6,64,248,ddos
8443,1814,6,S,0.002003908157348633,0,26,6,64,248,ddos
8443,1815,6,S,0.003501415252685547,0,26,6,64,248,ddos
8443,1815,6,S,0.0019507408142089844,0,26,6,64,248,ddos
8443,1816,6,S,0.0020008087158203125,0,26,6,64,248,ddos
8443,1816,6,S,0.0015003681182861328,0,26,6,64,248,ddos
8443,1817,6,S,0.0020003318786621094,0,26,6,64,248,ddos
8443,1817,6,S,0.0015003681182861328,0,26,6,64,248,ddos
8443,1818,6,S,0.002016305923461914,0,26,6,64,248,ddos
8443,1818,6,S,0.0050048828125,0,26,6,64,248,ddos
8443,1819,6,S,0.0015139579772949219,0,26,6,64,248,ddos
8443,1819,6,S,0.0015003681182861328,0,26,6,64,248,ddos
